498.60,856.93
499.48,856.93
503.26,856.93
505.11,856.93
506.95,856.93
506.95,856.93
507.04,856.93
507.13,856.93
507.66,857.02
512.84,857.20
514.86,857.29
515.04,857.29
517.94,857.20
520.49,857.29
522.51,857.20
527.43,857.20
529.80,857.20
535.96,857.20
536.92,857.20
538.15,857.20
543.60,857.20
544.83,857.20
545.89,857.29
551.16,857.55
552.30,857.72
553.54,857.90
559.51,858.08
560.30,858.16
560.48,858.25
560.57,858.25
560.74,858.34
568.13,858.43
568.21,858.52
573.84,858.52
575.07,858.52
575.07,858.34
575.07,858.25
575.42,858.08
580.43,858.08
582.63,857.99
582.63,857.64
582.63,856.58
582.54,856.32
582.54,853.86
582.45,850.08
582.45,849.38
582.45,849.29
582.45,848.94
582.28,843.93
582.28,842.26
582.28,842.26
582.28,842.08
582.28,837.69
582.28,835.40
582.19,835.05
582.19,834.79
582.19,829.78
582.19,828.02
582.19,827.58
582.19,822.74
582.19,821.25
582.19,821.07
582.19,820.37
582.19,815.71
582.19,814.22
582.19,813.96
582.19,813.69
582.10,809.30
582.01,807.01
582.10,806.92
582.10,806.75
582.01,802.62
582.01,801.39
582.01,800.95
582.01,800.16
582.01,800.07
582.01,799.89
582.01,799.45
581.84,794.71
581.75,794.18
581.84,794.09
581.84,793.04
581.84,792.77
581.84,792.69
581.84,788.38
581.75,786.97
581.75,785.92
581.75,785.65
581.75,781.00
581.66,779.50
581.57,778.62
581.57,778.36
581.13,773.17
578.32,771.24
578.32,770.98
578.23,766.49
578.23,765.09
578.23,764.38
578.23,764.12
578.23,763.77
578.06,759.81
577.44,758.41
572.61,757.09
571.11,757.00
571.11,756.83
571.11,756.74
571.11,756.39
570.94,752.52
570.94,751.29
570.94,750.94
570.94,749.79
570.94,749.53
570.94,748.65
570.59,744.08
565.40,742.41
565.22,742.15
564.87,738.11
563.64,736.79
563.64,736.70
563.64,735.73
563.64,735.12
563.64,734.85
562.06,729.93
556.61,728.17
556.52,727.91
556.52,727.56
556.44,722.81
556.35,722.20
556.35,720.97
556.35,720.70
556.44,720.44
555.29,715.69
548.96,713.76
548.96,713.76
548.96,713.76
548.96,713.67
548.88,713.32
542.64,708.22
541.23,706.55
541.23,706.55
541.23,705.94
533.67,700.75
533.50,699.52
533.50,699.43
533.50,698.91
526.82,693.98
525.76,692.49
525.76,692.40
525.76,692.40
525.76,692.23
525.59,692.23
518.73,691.88
517.59,686.78
503.00,685.28
502.91,685.20
502.91,685.20
503.00,684.84
502.73,679.57
502.82,678.16
502.91,677.99
502.82,673.15
502.82,671.22
502.82,670.61
502.73,665.42
502.82,663.66
502.82,660.06
502.73,656.98
502.73,656.02
502.56,651.01
500.27,649.16
494.82,643.62
487.97,641.78
487.88,641.60
487.88,641.60
487.79,638.35
480.59,634.83
480.50,634.75
480.50,634.66
480.50,634.22
478.39,629.30
473.55,627.19
473.47,623.06
473.38,621.83
473.38,620.42
473.38,620.07
473.38,619.28
465.64,613.48
459.49,607.41
452.90,605.74
452.90,605.65
452.90,605.39
452.55,599.94
440.24,597.83
439.54,592.21
439.54,591.59
439.54,590.71
439.54,587.64
431.37,583.42
426.18,577.53
419.33,575.86
419.33,575.77
419.33,575.77
419.33,575.42
414.76,570.06
405.62,568.30
405.62,568.30
402.19,568.21
391.82,561.36
391.82,561.09
391.90,561.09
391.99,561.09
391.99,561.09
391.99,561.18
392.17,561.27
392.26,561.27
392.26,561.27
392.26,561.27
392.26,561.27
392.26,561.27
392.26,561.36
392.26,561.36
392.26,561.36
392.26,561.27
392.26,561.27
392.26,561.18
392.26,561.18
392.26,561.18
392.34,561.09
392.34,561.18
392.43,561.18
392.34,561.27
392.34,561.27
392.34,561.27
392.34,561.36
392.34,561.36
392.34,561.27
392.26,561.09
392.34,561.18
392.34,561.18
392.26,561.62
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
392.26,561.53
